account_id,token_address,token_symbol,token_decimals,balance,derivedETH,formattedBalances
0xd6f273d0ba47530940896d7f8dedcd98f6381674,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,49769536,0.0002226612766283416184012613690822125,49.769536
0xd6f273d0ba47530940896d7f8dedcd98f6381674,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,45343,25.01726755783940100504806113013572,0.00045343
0xd751171948a6ba3048cfdbb6bd941b836c264eb0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xd751171948a6ba3048cfdbb6bd941b836c264eb0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xd8871196b61ad2538cd56edea3473f209a2a611d,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xd8871196b61ad2538cd56edea3473f209a2a611d,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xd94ba27fefaa5d995edd80962253e02eeec325e0,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xd94ba27fefaa5d995edd80962253e02eeec325e0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xd94ba27fefaa5d995edd80962253e02eeec325e0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xda0cb52e8f5caeb927c34a15747b10170296b8a0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xda0cb52e8f5caeb927c34a15747b10170296b8a0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xdbfc2f881d0a2864b3d247e08c5d93baf564050e,0x4200000000000000000000000000000000000006,WETH,18,100354747369827837,1,0.100354747369827837
0xdbfc2f881d0a2864b3d247e08c5d93baf564050e,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xdbfc2f881d0a2864b3d247e08c5d93baf564050e,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,210804,25.01726755783940100504806113013572,0.00210804
0xdc64a6620c4307aa25b7b91d07f4a3a8f350b172,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xdc64a6620c4307aa25b7b91d07f4a3a8f350b172,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xdc64a6620c4307aa25b7b91d07f4a3a8f350b172,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xdd66ca99dac8fb04e5c3e97edda450764409b16c,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xdd66ca99dac8fb04e5c3e97edda450764409b16c,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xdda0bba4035e29ef29e4f7592027e2b861293408,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xdda0bba4035e29ef29e4f7592027e2b861293408,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xdda0bba4035e29ef29e4f7592027e2b861293408,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xde602e913ae01895cddf7decf96a9162c527d9e1,0x4200000000000000000000000000000000000006,WETH,18,100154838405729379,1,0.100154838405729379
0xde602e913ae01895cddf7decf96a9162c527d9e1,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xde602e913ae01895cddf7decf96a9162c527d9e1,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,233213,25.01726755783940100504806113013572,0.00233213
0xdf0bf7ade575db064b648b397eca95a08b53be0d,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xdf0bf7ade575db064b648b397eca95a08b53be0d,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe19ce6fa31ec1df26df881fd5c4a1825ecf7905c,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe19ce6fa31ec1df26df881fd5c4a1825ecf7905c,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe1b4baa1f48dc02e53f67eb95de72b1226ad9b73,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe1b4baa1f48dc02e53f67eb95de72b1226ad9b73,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe268454794b1f6a190cde392b40d929fe5046909,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe268454794b1f6a190cde392b40d929fe5046909,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe2ce92664a09ae640926da4ce02af042122d582e,0x4200000000000000000000000000000000000006,WETH,18,00,1,0
0xe2ce92664a09ae640926da4ce02af042122d582e,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe2ce92664a09ae640926da4ce02af042122d582e,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe2d48420cd079ace3e60273a73ad85f94ea394c3,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe2d48420cd079ace3e60273a73ad85f94ea394c3,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe2e3a437480b3d0d333f2799f77d14a362f6ccae,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe2e3a437480b3d0d333f2799f77d14a362f6ccae,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe3ddb630ed70f7ba07a505796c4b7c727182d680,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe3ddb630ed70f7ba07a505796c4b7c727182d680,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe457669a1ba404ab6b553d620a6fcbe9edeee756,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe457669a1ba404ab6b553d620a6fcbe9edeee756,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe461b7ec6f635c6c044afb2aa53e385dca0613fa,0x4200000000000000000000000000000000000006,WETH,18,2453796460549360,1,0.00245379646054936
0xe461b7ec6f635c6c044afb2aa53e385dca0613fa,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe4b7538c2e2bc683a3e84ea67aded2dff6c8cef5,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe4b7538c2e2bc683a3e84ea67aded2dff6c8cef5,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe4b89f9dcc75e7dc6dfe39bc15f48b30a41107af,0x4200000000000000000000000000000000000006,WETH,18,138507078860,1,1.3850707886E-7
0xe4b89f9dcc75e7dc6dfe39bc15f48b30a41107af,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe57d0dd900c9013e5402012c424dd89d5772f317,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe57d0dd900c9013e5402012c424dd89d5772f317,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,86553424,0.0002226612766283416184012613690822125,86.553424
0xe5988e0a077491660baddb23d2444c5519195596,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe5988e0a077491660baddb23d2444c5519195596,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe5988e0a077491660baddb23d2444c5519195596,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe5f8a81f072150701c25fba31c910884fa33098c,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe5f8a81f072150701c25fba31c910884fa33098c,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe610694600f94ff811ae526943dd4c268538227f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,250499713,0.0002226612766283416184012613690822125,250.499713
0xe610694600f94ff811ae526943dd4c268538227f,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe695e3663af61f8dd603896a1e0364d577267b44,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe695e3663af61f8dd603896a1e0364d577267b44,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xe72ea1ce8d9755cd4909e95d3ab5bfbb758fbd66,0x4200000000000000000000000000000000000006,WETH,18,72453186336310877491556368099210,1,72453186336310.87749155636810
0xe72ea1ce8d9755cd4909e95d3ab5bfbb758fbd66,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe82f6ed070ef771e09851bdf01cfb5b808a2f8bc,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe82f6ed070ef771e09851bdf01cfb5b808a2f8bc,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xe989ea790938011e9d421eb2734a4bf9e89c54cd,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xe989ea790938011e9d421eb2734a4bf9e89c54cd,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xeb74a1e540e9492d175c696fb4c71ba864b0570a,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xeb74a1e540e9492d175c696fb4c71ba864b0570a,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xeb76fe09965804fbf465eea700e706029faed9c7,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xeb76fe09965804fbf465eea700e706029faed9c7,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xec386fe0136efc8821186183e217e448f0fa235e,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xec386fe0136efc8821186183e217e448f0fa235e,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xeea048359dcc800128c5c01520e38a94b8c22e43,0x4200000000000000000000000000000000000006,WETH,18,10687889436385256,1,0.010687889436385256
0xeea048359dcc800128c5c01520e38a94b8c22e43,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,392541922,0.0002226612766283416184012613690822125,392.541922
0xefcace57934a753d66c48a31b880ba806d4c0869,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xefcace57934a753d66c48a31b880ba806d4c0869,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xf0a3108221a183e32f138dd1933394d58390b56b,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xf0a3108221a183e32f138dd1933394d58390b56b,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,19668415,0.0002226612766283416184012613690822125,19.668415
0xf15eb93008ed1d372f491fde60634b46476e37af,0x4200000000000000000000000000000000000006,WETH,18,99889863370754,1,0.000099889863370754
0xf15eb93008ed1d372f491fde60634b46476e37af,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,100524,0.0002226612766283416184012613690822125,0.100524
0xf1636c88584ae071fed4a8620d4417c5616711b4,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xf1636c88584ae071fed4a8620d4417c5616711b4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xf3d7459c7f6f75252aadf594d2ea74f04b359f82,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xf3d7459c7f6f75252aadf594d2ea74f04b359f82,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xf3d7459c7f6f75252aadf594d2ea74f04b359f82,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xf6dfb203cbf37ced9bed18e1a3331ae47279e705,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xf6dfb203cbf37ced9bed18e1a3331ae47279e705,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xf767a5b8b4b051a5dfdcd390a05f462f08619c86,0x4200000000000000000000000000000000000006,WETH,18,816301148757004,1,0.000816301148757004
0xf767a5b8b4b051a5dfdcd390a05f462f08619c86,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xf9107317b0ff77ed5b7adea15e50514a3564002b,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xf9107317b0ff77ed5b7adea15e50514a3564002b,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1,0.0002226612766283416184012613690822125,0.000001
0xf9107317b0ff77ed5b7adea15e50514a3564002b,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xf92e99a22299af73fac89f8d1d1e171aafc6245a,0x4200000000000000000000000000000000000006,WETH,18,10005505930152648,1,0.010005505930152648
0xf92e99a22299af73fac89f8d1d1e171aafc6245a,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfa1457caf448c66ce3c2e619ccd4fcfd317b61f6,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfa1457caf448c66ce3c2e619ccd4fcfd317b61f6,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xfaa7c23307e809c239502dbb517111943a5e93d7,0x4200000000000000000000000000000000000006,WETH,18,11572024689697,1,0.000011572024689697
0xfaa7c23307e809c239502dbb517111943a5e93d7,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,13985,0.0002226612766283416184012613690822125,0.013985
0xfacec1c32ae56097866a6c1dda1124f2c6844f40,0x4200000000000000000000000000000000000006,WETH,18,100836183120441609,1,0.100836183120441609
0xfacec1c32ae56097866a6c1dda1124f2c6844f40,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,211654536,0.0002226612766283416184012613690822125,211.654536
0xfae1f396c7e09f9d401bc4a0fc0251932b696dbb,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xfae1f396c7e09f9d401bc4a0fc0251932b696dbb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfaebcbfbb35935e45afbd6b7eafa93ab9c4fec05,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xfaebcbfbb35935e45afbd6b7eafa93ab9c4fec05,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,17044,0.0002226612766283416184012613690822125,0.017044
0xfb2b11d3766a3b86d1a065ea175724a8bd2bde6f,0x4200000000000000000000000000000000000006,WETH,18,903472654348473326,1,0.903472654348473326
0xfb2b11d3766a3b86d1a065ea175724a8bd2bde6f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfc33f81eef561e065c53e4331a8c55005be27110,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xfc33f81eef561e065c53e4331a8c55005be27110,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1,0.0002226612766283416184012613690822125,0.000001
0xfc33f81eef561e065c53e4331a8c55005be27110,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,14598,25.01726755783940100504806113013572,0.00014598
0xfc7b6fd11bc9515a822dbed396c628cddf636ce2,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfc7b6fd11bc9515a822dbed396c628cddf636ce2,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xfc8ad1a7bcc3ead259450976463924cce95cb357,0x4200000000000000000000000000000000000006,WETH,18,00,1,0
0xfc8ad1a7bcc3ead259450976463924cce95cb357,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfc8ad1a7bcc3ead259450976463924cce95cb357,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0,0.0002690592859323837486542983995554907,0
0xfc8ad1a7bcc3ead259450976463924cce95cb357,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0xfd25ec907b1aecb23f23c0622efa51d789f73012,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0xfd25ec907b1aecb23f23c0622efa51d789f73012,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfdea0deaecd85af852931420311c5bcf555e8b55,0x4200000000000000000000000000000000000006,WETH,18,944255117631286203,1,0.944255117631286203
0xfdea0deaecd85af852931420311c5bcf555e8b55,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfdf987dbaaa764a581dd2e736210ea590af1a183,0x4200000000000000000000000000000000000006,WETH,18,241923637139741168,1,0.241923637139741168
0xfdf987dbaaa764a581dd2e736210ea590af1a183,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0xfe509fd394ecdbf7ec38a85a868a2b7351c1f0de,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2217496,0.0002226612766283416184012613690822125,2.217496
0xfe509fd394ecdbf7ec38a85a868a2b7351c1f0de,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,849,25.01726755783940100504806113013572,0.00000849
